,data,op,storage,size
162,4966.0,write,dynamodb,4
163,4988.0,write,dynamodb,4
164,5042.0,write,dynamodb,4
165,4938.0,write,dynamodb,4
166,4920.0,write,dynamodb,4
167,4880.0,write,dynamodb,4
168,4839.0,write,dynamodb,4
169,4984.0,write,dynamodb,4
170,4842.0,write,dynamodb,4
171,4841.0,write,dynamodb,4
172,4788.0,write,dynamodb,4
173,4971.0,write,dynamodb,4
174,5028.0,write,dynamodb,4
175,4769.0,write,dynamodb,4
176,4861.0,write,dynamodb,4
177,4938.0,write,dynamodb,4
178,4684.0,write,dynamodb,4
179,4929.0,write,dynamodb,4
180,4892.0,write,dynamodb,4
181,4903.0,write,dynamodb,4
182,4712.0,write,dynamodb,4
183,4788.0,write,dynamodb,4
184,4937.0,write,dynamodb,4
185,4811.0,write,dynamodb,4
186,4873.0,write,dynamodb,4
187,4806.0,write,dynamodb,4
188,5090.0,write,dynamodb,4
189,4995.0,write,dynamodb,4
190,5278.0,write,dynamodb,4
191,4999.0,write,dynamodb,4
192,6403.0,write,dynamodb,4
193,5124.0,write,dynamodb,4
194,4940.0,write,dynamodb,4
195,4703.0,write,dynamodb,4
196,4960.0,write,dynamodb,4
197,4847.0,write,dynamodb,4
198,5022.0,write,dynamodb,4
199,4975.0,write,dynamodb,4
200,5300.0,write,dynamodb,4
201,4927.0,write,dynamodb,4
202,5135.0,write,dynamodb,4
203,8876.0,write,dynamodb,4
204,5043.0,write,dynamodb,4
205,5780.0,write,dynamodb,4
206,5196.0,write,dynamodb,4
207,5147.0,write,dynamodb,4
208,5133.0,write,dynamodb,4
209,5114.0,write,dynamodb,4
210,5017.0,write,dynamodb,4
211,4891.0,write,dynamodb,4
212,5107.0,write,dynamodb,4
213,5171.0,write,dynamodb,4
214,4859.0,write,dynamodb,4
215,4895.0,write,dynamodb,4
216,5231.0,write,dynamodb,4
217,5010.0,write,dynamodb,4
218,5041.0,write,dynamodb,4
219,5512.0,write,dynamodb,4
220,4729.0,write,dynamodb,4
221,5995.0,write,dynamodb,4
222,4690.0,write,dynamodb,4
223,4681.0,write,dynamodb,4
224,4910.0,write,dynamodb,4
225,4929.0,write,dynamodb,4
226,4719.0,write,dynamodb,4
227,4733.0,write,dynamodb,4
228,4848.0,write,dynamodb,4
229,4622.0,write,dynamodb,4
230,4731.0,write,dynamodb,4
231,4752.0,write,dynamodb,4
232,4774.0,write,dynamodb,4
233,4929.0,write,dynamodb,4
234,4740.0,write,dynamodb,4
235,4583.0,write,dynamodb,4
236,4749.0,write,dynamodb,4
237,4925.0,write,dynamodb,4
238,4843.0,write,dynamodb,4
239,4950.0,write,dynamodb,4
240,4707.0,write,dynamodb,4
241,4757.0,write,dynamodb,4
242,9605.0,write,dynamodb,4
243,4758.0,write,dynamodb,4
244,4647.0,write,dynamodb,4
245,4907.0,write,dynamodb,4
246,5022.0,write,dynamodb,4
247,4913.0,write,dynamodb,4
248,4685.0,write,dynamodb,4
249,4653.0,write,dynamodb,4
250,4705.0,write,dynamodb,4
251,4714.0,write,dynamodb,4
252,4749.0,write,dynamodb,4
253,4917.0,write,dynamodb,4
254,4734.0,write,dynamodb,4
255,4740.0,write,dynamodb,4
256,4791.0,write,dynamodb,4
257,5067.0,write,dynamodb,4
258,4929.0,write,dynamodb,4
259,4849.0,write,dynamodb,4
260,4817.0,write,dynamodb,4
261,4927.0,write,dynamodb,4
262,4930.0,write,dynamodb,4
263,4962.0,write,dynamodb,4
264,4620.0,write,dynamodb,4
265,4637.0,write,dynamodb,4
266,4863.0,write,dynamodb,4
267,5002.0,write,dynamodb,4
268,4963.0,write,dynamodb,4
269,4966.0,write,dynamodb,4
270,4786.0,write,dynamodb,4
271,4992.0,write,dynamodb,4
272,4707.0,write,dynamodb,4
273,4679.0,write,dynamodb,4
274,4635.0,write,dynamodb,4
275,4808.0,write,dynamodb,4
276,4825.0,write,dynamodb,4
277,4759.0,write,dynamodb,4
278,4565.0,write,dynamodb,4
279,4693.0,write,dynamodb,4
280,4675.0,write,dynamodb,4
281,4614.0,write,dynamodb,4
282,4561.0,write,dynamodb,4
283,4627.0,write,dynamodb,4
284,4688.0,write,dynamodb,4
285,4719.0,write,dynamodb,4
286,4739.0,write,dynamodb,4
287,4861.0,write,dynamodb,4
288,4666.0,write,dynamodb,4
289,4719.0,write,dynamodb,4
290,4872.0,write,dynamodb,4
291,4853.0,write,dynamodb,4
292,5033.0,write,dynamodb,4
293,4795.0,write,dynamodb,4
294,4826.0,write,dynamodb,4
295,4576.0,write,dynamodb,4
296,4793.0,write,dynamodb,4
297,5055.0,write,dynamodb,4
298,4789.0,write,dynamodb,4
299,5940.0,write,dynamodb,4
300,4805.0,write,dynamodb,4
301,6759.0,write,dynamodb,4
302,5011.0,write,dynamodb,4
303,4965.0,write,dynamodb,4
304,4994.0,write,dynamodb,4
305,5970.0,write,dynamodb,4
306,4901.0,write,dynamodb,4
307,4870.0,write,dynamodb,4
308,5016.0,write,dynamodb,4
309,5019.0,write,dynamodb,4
310,4820.0,write,dynamodb,4
311,4791.0,write,dynamodb,4
312,7930.0,write,dynamodb,4
313,4970.0,write,dynamodb,4
314,4777.0,write,dynamodb,4
315,4913.0,write,dynamodb,4
316,4865.0,write,dynamodb,4
317,4835.0,write,dynamodb,4
318,4804.0,write,dynamodb,4
319,4928.0,write,dynamodb,4
320,4682.0,write,dynamodb,4
321,4787.0,write,dynamodb,4
322,4526.0,write,dynamodb,4
323,4764.0,write,dynamodb,4
324,4843.0,write,dynamodb,4
325,4889.0,write,dynamodb,4
326,4854.0,write,dynamodb,4
327,4778.0,write,dynamodb,4
328,4816.0,write,dynamodb,4
329,4674.0,write,dynamodb,4
330,4674.0,write,dynamodb,4
331,4831.0,write,dynamodb,4
332,4931.0,write,dynamodb,4
333,4710.0,write,dynamodb,4
334,4726.0,write,dynamodb,4
335,4903.0,write,dynamodb,4
336,4585.0,write,dynamodb,4
337,4572.0,write,dynamodb,4
338,4867.0,write,dynamodb,4
339,4721.0,write,dynamodb,4
340,4820.0,write,dynamodb,4
341,4796.0,write,dynamodb,4
342,4896.0,write,dynamodb,4
343,4725.0,write,dynamodb,4
344,4822.0,write,dynamodb,4
345,4728.0,write,dynamodb,4
346,4731.0,write,dynamodb,4
347,4731.0,write,dynamodb,4
348,4670.0,write,dynamodb,4
349,4674.0,write,dynamodb,4
350,5068.0,write,dynamodb,4
351,4795.0,write,dynamodb,4
352,4861.0,write,dynamodb,4
353,4854.0,write,dynamodb,4
354,4679.0,write,dynamodb,4
355,4679.0,write,dynamodb,4
356,4721.0,write,dynamodb,4
357,4839.0,write,dynamodb,4
358,4695.0,write,dynamodb,4
359,4792.0,write,dynamodb,4
360,4830.0,write,dynamodb,4
361,4663.0,write,dynamodb,4
362,4686.0,write,dynamodb,4
363,4606.0,write,dynamodb,4
364,4638.0,write,dynamodb,4
365,4769.0,write,dynamodb,4
366,4962.0,write,dynamodb,4
367,5027.0,write,dynamodb,4
368,4609.0,write,dynamodb,4
369,4846.0,write,dynamodb,4
370,5737.0,write,dynamodb,4
371,4993.0,write,dynamodb,4
372,4820.0,write,dynamodb,4
373,4880.0,write,dynamodb,4
374,4786.0,write,dynamodb,4
375,4965.0,write,dynamodb,4
376,4892.0,write,dynamodb,4
377,4873.0,write,dynamodb,4
378,4884.0,write,dynamodb,4
379,4882.0,write,dynamodb,4
380,4952.0,write,dynamodb,4
381,4842.0,write,dynamodb,4
382,6652.0,write,dynamodb,4
383,4858.0,write,dynamodb,4
384,4821.0,write,dynamodb,4
385,4720.0,write,dynamodb,4
386,4643.0,write,dynamodb,4
387,4732.0,write,dynamodb,4
388,5154.0,write,dynamodb,4
389,4768.0,write,dynamodb,4
390,4806.0,write,dynamodb,4
391,4737.0,write,dynamodb,4
392,5461.0,write,dynamodb,4
393,7466.0,write,dynamodb,4
394,4835.0,write,dynamodb,4
395,4991.0,write,dynamodb,4
396,5063.0,write,dynamodb,4
397,4826.0,write,dynamodb,4
398,4662.0,write,dynamodb,4
399,4871.0,write,dynamodb,4
400,4674.0,write,dynamodb,4
401,4684.0,write,dynamodb,4
402,4676.0,write,dynamodb,4
403,4662.0,write,dynamodb,4
404,6419.0,write,dynamodb,4
405,4579.0,write,dynamodb,4
406,4720.0,write,dynamodb,4
407,4643.0,write,dynamodb,4
408,4824.0,write,dynamodb,4
409,5017.0,write,dynamodb,4
410,5245.0,write,dynamodb,4
411,4710.0,write,dynamodb,4
412,4880.0,write,dynamodb,4
413,4917.0,write,dynamodb,4
414,5168.0,write,dynamodb,4
415,4888.0,write,dynamodb,4
416,4936.0,write,dynamodb,4
417,4934.0,write,dynamodb,4
418,4974.0,write,dynamodb,4
419,4990.0,write,dynamodb,4
420,5071.0,write,dynamodb,4
421,4858.0,write,dynamodb,4
422,4775.0,write,dynamodb,4
423,17618.0,write,dynamodb,4
424,4944.0,write,dynamodb,4
425,5089.0,write,dynamodb,4
426,5111.0,write,dynamodb,4
427,5027.0,write,dynamodb,4
428,4669.0,write,dynamodb,4
429,4815.0,write,dynamodb,4
430,4794.0,write,dynamodb,4
431,5233.0,write,dynamodb,4
432,5366.0,write,dynamodb,4
433,4851.0,write,dynamodb,4
434,5209.0,write,dynamodb,4
435,4951.0,write,dynamodb,4
436,4802.0,write,dynamodb,4
437,4681.0,write,dynamodb,4
438,4823.0,write,dynamodb,4
439,5106.0,write,dynamodb,4
440,5145.0,write,dynamodb,4
441,4810.0,write,dynamodb,4
442,4860.0,write,dynamodb,4
443,4812.0,write,dynamodb,4
444,4703.0,write,dynamodb,4
445,4765.0,write,dynamodb,4
446,4612.0,write,dynamodb,4
447,4658.0,write,dynamodb,4
448,4698.0,write,dynamodb,4
449,4852.0,write,dynamodb,4
450,4679.0,write,dynamodb,4
451,4870.0,write,dynamodb,4
452,4865.0,write,dynamodb,4
453,4744.0,write,dynamodb,4
454,4525.0,write,dynamodb,4
455,4872.0,write,dynamodb,4
456,4884.0,write,dynamodb,4
457,4871.0,write,dynamodb,4
458,4935.0,write,dynamodb,4
459,4766.0,write,dynamodb,4
460,4920.0,write,dynamodb,4
461,5096.0,write,dynamodb,4
462,4960.0,write,dynamodb,4
463,4843.0,write,dynamodb,4
464,4997.0,write,dynamodb,4
465,4855.0,write,dynamodb,4
466,4834.0,write,dynamodb,4
467,4785.0,write,dynamodb,4
468,5030.0,write,dynamodb,4
469,4954.0,write,dynamodb,4
470,4915.0,write,dynamodb,4
471,4852.0,write,dynamodb,4
472,4780.0,write,dynamodb,4
473,4981.0,write,dynamodb,4
474,4803.0,write,dynamodb,4
475,4614.0,write,dynamodb,4
476,4821.0,write,dynamodb,4
477,12012.0,write,dynamodb,4
478,5261.0,write,dynamodb,4
479,4736.0,write,dynamodb,4
480,4759.0,write,dynamodb,4
481,4670.0,write,dynamodb,4
482,4748.0,write,dynamodb,4
483,4650.0,write,dynamodb,4
484,4672.0,write,dynamodb,4
485,4698.0,write,dynamodb,4
486,4664.0,write,dynamodb,4
487,4668.0,write,dynamodb,4
488,4855.0,write,dynamodb,4
489,4683.0,write,dynamodb,4
490,4529.0,write,dynamodb,4
491,4895.0,write,dynamodb,4
492,4785.0,write,dynamodb,4
493,5030.0,write,dynamodb,4
494,5239.0,write,dynamodb,4
495,4857.0,write,dynamodb,4
496,5327.0,write,dynamodb,4
497,4777.0,write,dynamodb,4
498,4755.0,write,dynamodb,4
499,4925.0,write,dynamodb,4
500,4701.0,write,dynamodb,4
501,4936.0,write,dynamodb,4
502,5100.0,write,dynamodb,4
503,5743.0,write,dynamodb,4
504,5098.0,write,dynamodb,4
505,5320.0,write,dynamodb,4
506,4916.0,write,dynamodb,4
507,4940.0,write,dynamodb,4
508,4776.0,write,dynamodb,4
509,4819.0,write,dynamodb,4
510,4631.0,write,dynamodb,4
511,4972.0,write,dynamodb,4
512,4679.0,write,dynamodb,4
513,5119.0,write,dynamodb,4
514,4794.0,write,dynamodb,4
515,4966.0,write,dynamodb,4
516,4926.0,write,dynamodb,4
517,4860.0,write,dynamodb,4
518,4832.0,write,dynamodb,4
519,4715.0,write,dynamodb,4
520,4732.0,write,dynamodb,4
521,4810.0,write,dynamodb,4
522,4942.0,write,dynamodb,4
523,4808.0,write,dynamodb,4
524,5178.0,write,dynamodb,4
525,4680.0,write,dynamodb,4
526,4626.0,write,dynamodb,4
527,4642.0,write,dynamodb,4
528,4653.0,write,dynamodb,4
529,4756.0,write,dynamodb,4
530,4768.0,write,dynamodb,4
531,4562.0,write,dynamodb,4
532,4995.0,write,dynamodb,4
533,4706.0,write,dynamodb,4
534,4961.0,write,dynamodb,4
535,5323.0,write,dynamodb,4
536,4794.0,write,dynamodb,4
537,4945.0,write,dynamodb,4
538,4812.0,write,dynamodb,4
539,4856.0,write,dynamodb,4
540,4894.0,write,dynamodb,4
541,4799.0,write,dynamodb,4
542,4797.0,write,dynamodb,4
543,4755.0,write,dynamodb,4
544,4809.0,write,dynamodb,4
545,4786.0,write,dynamodb,4
546,5009.0,write,dynamodb,4
547,4989.0,write,dynamodb,4
548,4810.0,write,dynamodb,4
549,4682.0,write,dynamodb,4
550,4509.0,write,dynamodb,4
551,4603.0,write,dynamodb,4
552,4563.0,write,dynamodb,4
553,4796.0,write,dynamodb,4
554,4725.0,write,dynamodb,4
555,4739.0,write,dynamodb,4
556,4761.0,write,dynamodb,4
557,4839.0,write,dynamodb,4
558,4681.0,write,dynamodb,4
559,4680.0,write,dynamodb,4
560,4504.0,write,dynamodb,4
561,4479.0,write,dynamodb,4
562,4585.0,write,dynamodb,4
563,4659.0,write,dynamodb,4
564,4833.0,write,dynamodb,4
565,4784.0,write,dynamodb,4
566,4827.0,write,dynamodb,4
567,4673.0,write,dynamodb,4
568,4801.0,write,dynamodb,4
569,4983.0,write,dynamodb,4
570,4832.0,write,dynamodb,4
571,4640.0,write,dynamodb,4
572,4652.0,write,dynamodb,4
573,4755.0,write,dynamodb,4
574,4770.0,write,dynamodb,4
575,4820.0,write,dynamodb,4
576,4638.0,write,dynamodb,4
577,4625.0,write,dynamodb,4
578,4667.0,write,dynamodb,4
579,4736.0,write,dynamodb,4
580,4748.0,write,dynamodb,4
581,4720.0,write,dynamodb,4
582,4714.0,write,dynamodb,4
583,4969.0,write,dynamodb,4
584,4830.0,write,dynamodb,4
585,5168.0,write,dynamodb,4
586,4692.0,write,dynamodb,4
587,4782.0,write,dynamodb,4
588,4487.0,write,dynamodb,4
589,4531.0,write,dynamodb,4
590,5005.0,write,dynamodb,4
591,4783.0,write,dynamodb,4
592,4687.0,write,dynamodb,4
593,4820.0,write,dynamodb,4
594,4791.0,write,dynamodb,4
595,8751.0,write,dynamodb,4
596,4890.0,write,dynamodb,4
597,5042.0,write,dynamodb,4
598,4807.0,write,dynamodb,4
599,4826.0,write,dynamodb,4
600,4723.0,write,dynamodb,4
601,4822.0,write,dynamodb,4
602,4758.0,write,dynamodb,4
603,4967.0,write,dynamodb,4
604,4900.0,write,dynamodb,4
605,12233.0,write,dynamodb,4
606,5068.0,write,dynamodb,4
607,5057.0,write,dynamodb,4
608,4852.0,write,dynamodb,4
609,4888.0,write,dynamodb,4
610,4817.0,write,dynamodb,4
611,4818.0,write,dynamodb,4
612,4824.0,write,dynamodb,4
613,4930.0,write,dynamodb,4
614,5044.0,write,dynamodb,4
615,5064.0,write,dynamodb,4
616,4814.0,write,dynamodb,4
617,7319.0,write,dynamodb,4
618,5002.0,write,dynamodb,4
619,4971.0,write,dynamodb,4
620,4706.0,write,dynamodb,4
621,4867.0,write,dynamodb,4
622,4613.0,write,dynamodb,4
623,4641.0,write,dynamodb,4
624,4698.0,write,dynamodb,4
625,4734.0,write,dynamodb,4
626,4655.0,write,dynamodb,4
627,4730.0,write,dynamodb,4
628,5240.0,write,dynamodb,4
629,4819.0,write,dynamodb,4
630,4761.0,write,dynamodb,4
631,4522.0,write,dynamodb,4
632,4569.0,write,dynamodb,4
633,4584.0,write,dynamodb,4
634,4673.0,write,dynamodb,4
635,4559.0,write,dynamodb,4
636,4790.0,write,dynamodb,4
637,4631.0,write,dynamodb,4
638,4544.0,write,dynamodb,4
639,4742.0,write,dynamodb,4
640,4791.0,write,dynamodb,4
641,6229.0,write,dynamodb,4
642,4796.0,write,dynamodb,4
643,4668.0,write,dynamodb,4
644,4883.0,write,dynamodb,4
645,4804.0,write,dynamodb,4
646,4947.0,write,dynamodb,4
647,12725.0,write,dynamodb,4
648,4737.0,write,dynamodb,4
649,4822.0,write,dynamodb,4
650,4828.0,write,dynamodb,4
651,4960.0,write,dynamodb,4
652,4887.0,write,dynamodb,4
653,4876.0,write,dynamodb,4
654,5026.0,write,dynamodb,4
655,4876.0,write,dynamodb,4
656,4958.0,write,dynamodb,4
657,5121.0,write,dynamodb,4
658,4979.0,write,dynamodb,4
659,4997.0,write,dynamodb,4
660,4840.0,write,dynamodb,4
661,4976.0,write,dynamodb,4
662,4977.0,write,dynamodb,4
663,5001.0,write,dynamodb,4
664,4963.0,write,dynamodb,4
665,4907.0,write,dynamodb,4
666,4936.0,write,dynamodb,4
667,4970.0,write,dynamodb,4
668,4938.0,write,dynamodb,4
669,4878.0,write,dynamodb,4
670,4814.0,write,dynamodb,4
671,5108.0,write,dynamodb,4
672,4878.0,write,dynamodb,4
673,4804.0,write,dynamodb,4
674,4809.0,write,dynamodb,4
675,4738.0,write,dynamodb,4
676,4940.0,write,dynamodb,4
677,4864.0,write,dynamodb,4
678,4713.0,write,dynamodb,4
679,4720.0,write,dynamodb,4
680,5003.0,write,dynamodb,4
681,5085.0,write,dynamodb,4
682,4875.0,write,dynamodb,4
683,4769.0,write,dynamodb,4
684,4803.0,write,dynamodb,4
685,5110.0,write,dynamodb,4
686,4725.0,write,dynamodb,4
687,5184.0,write,dynamodb,4
688,4853.0,write,dynamodb,4
689,5080.0,write,dynamodb,4
690,4686.0,write,dynamodb,4
691,4816.0,write,dynamodb,4
692,5012.0,write,dynamodb,4
693,4734.0,write,dynamodb,4
694,4773.0,write,dynamodb,4
695,4704.0,write,dynamodb,4
696,4449.0,write,dynamodb,4
697,4722.0,write,dynamodb,4
698,4792.0,write,dynamodb,4
699,4708.0,write,dynamodb,4
700,4785.0,write,dynamodb,4
701,4928.0,write,dynamodb,4
702,5084.0,write,dynamodb,4
703,4821.0,write,dynamodb,4
704,4563.0,write,dynamodb,4
705,4809.0,write,dynamodb,4
706,4617.0,write,dynamodb,4
707,4508.0,write,dynamodb,4
708,4600.0,write,dynamodb,4
709,4622.0,write,dynamodb,4
710,4826.0,write,dynamodb,4
711,4738.0,write,dynamodb,4
712,4828.0,write,dynamodb,4
713,4915.0,write,dynamodb,4
714,4969.0,write,dynamodb,4
715,4946.0,write,dynamodb,4
716,4722.0,write,dynamodb,4
717,4727.0,write,dynamodb,4
718,4808.0,write,dynamodb,4
719,4852.0,write,dynamodb,4
720,4644.0,write,dynamodb,4
721,4849.0,write,dynamodb,4
722,4843.0,write,dynamodb,4
723,4888.0,write,dynamodb,4
724,4781.0,write,dynamodb,4
725,4804.0,write,dynamodb,4
726,4898.0,write,dynamodb,4
727,4785.0,write,dynamodb,4
728,4822.0,write,dynamodb,4
729,5087.0,write,dynamodb,4
730,4818.0,write,dynamodb,4
731,4875.0,write,dynamodb,4
732,5009.0,write,dynamodb,4
733,5702.0,write,dynamodb,4
734,4890.0,write,dynamodb,4
735,6698.0,write,dynamodb,4
736,5014.0,write,dynamodb,4
737,4927.0,write,dynamodb,4
738,5072.0,write,dynamodb,4
739,4804.0,write,dynamodb,4
740,4923.0,write,dynamodb,4
741,4830.0,write,dynamodb,4
742,4623.0,write,dynamodb,4
743,4814.0,write,dynamodb,4
744,4963.0,write,dynamodb,4
745,4918.0,write,dynamodb,4
746,4780.0,write,dynamodb,4
747,4757.0,write,dynamodb,4
748,4804.0,write,dynamodb,4
749,4880.0,write,dynamodb,4
750,5184.0,write,dynamodb,4
751,4931.0,write,dynamodb,4
752,4975.0,write,dynamodb,4
753,4923.0,write,dynamodb,4
754,5011.0,write,dynamodb,4
755,4721.0,write,dynamodb,4
756,5096.0,write,dynamodb,4
757,4911.0,write,dynamodb,4
758,4785.0,write,dynamodb,4
759,4807.0,write,dynamodb,4
760,4925.0,write,dynamodb,4
761,4735.0,write,dynamodb,4
762,4788.0,write,dynamodb,4
763,4624.0,write,dynamodb,4
764,4713.0,write,dynamodb,4
765,4883.0,write,dynamodb,4
766,4868.0,write,dynamodb,4
767,4967.0,write,dynamodb,4
768,4879.0,write,dynamodb,4
769,4923.0,write,dynamodb,4
770,4771.0,write,dynamodb,4
771,4948.0,write,dynamodb,4
772,4832.0,write,dynamodb,4
773,5112.0,write,dynamodb,4
774,5060.0,write,dynamodb,4
775,5017.0,write,dynamodb,4
776,4891.0,write,dynamodb,4
777,4909.0,write,dynamodb,4
778,4777.0,write,dynamodb,4
779,5052.0,write,dynamodb,4
780,4891.0,write,dynamodb,4
781,4779.0,write,dynamodb,4
782,4651.0,write,dynamodb,4
783,4854.0,write,dynamodb,4
784,4787.0,write,dynamodb,4
785,5054.0,write,dynamodb,4
786,5007.0,write,dynamodb,4
787,4947.0,write,dynamodb,4
788,5037.0,write,dynamodb,4
789,4840.0,write,dynamodb,4
790,4876.0,write,dynamodb,4
791,4996.0,write,dynamodb,4
792,4783.0,write,dynamodb,4
793,4769.0,write,dynamodb,4
794,4726.0,write,dynamodb,4
795,5031.0,write,dynamodb,4
796,4957.0,write,dynamodb,4
797,5289.0,write,dynamodb,4
798,4985.0,write,dynamodb,4
799,4888.0,write,dynamodb,4
800,4801.0,write,dynamodb,4
801,5009.0,write,dynamodb,4
802,4989.0,write,dynamodb,4
803,4804.0,write,dynamodb,4
804,11703.0,write,dynamodb,4
805,7251.0,write,dynamodb,4
806,5099.0,write,dynamodb,4
807,5004.0,write,dynamodb,4
808,4978.0,write,dynamodb,4
809,5267.0,write,dynamodb,4
810,5096.0,write,dynamodb,4
811,5112.0,write,dynamodb,4
812,5042.0,write,dynamodb,4
813,4958.0,write,dynamodb,4
814,4918.0,write,dynamodb,4
815,4972.0,write,dynamodb,4
816,4840.0,write,dynamodb,4
817,5053.0,write,dynamodb,4
818,5181.0,write,dynamodb,4
819,5172.0,write,dynamodb,4
820,5201.0,write,dynamodb,4
821,5068.0,write,dynamodb,4
